1.549000000000000000e+03,5.825000000000000000e+03,1.974000000000000000e+03,3.000000000000000000e+00,2.000000000000000000e+00
1.196000000000000000e+03,7.900000000000000000e+03,1.981000000000000000e+03,3.000000000000000000e+00,2.000000000000000000e+00
8.880000000000000000e+02,1.806000000000000000e+03,1.946000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00
1.371000000000000000e+03,2.509500000000000000e+04,1.965000000000000000e+03,3.000000000000000000e+00,2.000000000000000000e+00
1.492000000000000000e+03,6.586000000000000000e+03,1.961000000000000000e+03,4.000000000000000000e+00,2.000000000000000000e+00
1.030000000000000000e+03,1.130000000000000000e+03,1.979000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00
7.500000000000000000e+02,2.410000000000000000e+04,1.956000000000000000e+03,1.000000000000000000e+00,1.000000000000000000e+00
4.935000000000000000e+03,1.725700000000000000e+04,1.985000000000000000e+03,5.000000000000000000e+00,5.000000000000000000e+00
2.402000000000000000e+03,3.900000000000000000e+03,2.018000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
1.392000000000000000e+03,8.100000000000000000e+03,1.921000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
1.778000000000000000e+03,2.089100000000000000e+04,1.948000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00
2.004000000000000000e+03,4.537000000000000000e+03,1.966000000000000000e+03,3.000000000000000000e+00,2.000000000000000000e+00
3.199000000000000000e+03,3.661000000000000000e+03,1.949000000000000000e+03,5.000000000000000000e+00,4.000000000000000000e+00
9.620000000000000000e+02,7.522000000000000000e+03,1.963000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00
1.500000000000000000e+03,4.500000000000000000e+03,1.998000000000000000e+03,3.000000000000000000e+00,2.000000000000000000e+00
1.769000000000000000e+03,5.578000000000000000e+03,1.991000000000000000e+03,3.000000000000000000e+00,3.000000000000000000e+00
1.141000000000000000e+03,6.970000000000000000e+03,1.955000000000000000e+03,3.000000000000000000e+00,2.000000000000000000e+00
3.216000000000000000e+03,1.004900000000000000e+04,1.994000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
1.000000000000000000e+03,1.045400000000000000e+04,1.950000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00
2.335000000000000000e+03,2.800000000000000000e+03,2.018000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
5.300000000000000000e+03,1.570300000000000000e+04,1.950000000000000000e+03,5.000000000000000000e+00,5.000000000000000000e+00
4.242000000000000000e+03,8.349000000000000000e+03,1.989000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
2.181000000000000000e+03,7.626000000000000000e+03,1.994000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
2.499000000000000000e+03,9.507000000000000000e+03,1.980000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
1.250000000000000000e+03,7.110000000000000000e+03,1.956000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00
4.273000000000000000e+03,1.499900000000000000e+04,1.975000000000000000e+03,5.000000000000000000e+00,6.000000000000000000e+00
2.100000000000000000e+03,7.431000000000000000e+03,1.976000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
2.394000000000000000e+03,1.687000000000000000e+04,1.964000000000000000e+03,4.000000000000000000e+00,3.000000000000000000e+00
1.224000000000000000e+03,1.000000000000000000e+03,2.015000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00
1.300000000000000000e+03,7.427000000000000000e+03,1.955000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00
1.940000000000000000e+03,2.810800000000000000e+04,2.016000000000000000e+03,3.000000000000000000e+00,4.000000000000000000e+00
